x÷·,y÷·,z÷·
67.56,-210.657,-956.711
65.95,-208.644,-959.194
65.323,-200.52,-956.664
62.834,-189.991,-941.103
32.379,-194.567,-936.972
31.231,-194.482,-939.615
29.384,-190.582,-941.925
28.544,-195.823,-940.837
28.869,-195.313,-938.064
30.396,-196.993,-936.203
31.689,-198.229,-935.94
31.097,-202.014,-933.17
33.138,-203.811,-928.284
38.467,-207.651,-920.098
40.677,-216.774,-943.556
32.048,-219.325,-949.94
65.577,-217.787,-953.326
61.57,-220.971,-954.253
60.019,-220.524,-953.502
61.544,-217.554,-952.571
61.269,-214.888,-953.15
62.178,-222.736,-949.91
65.992,-221.796,-947.71
61.754,-214.954,-951.703
61.781,-215.879,-943.541
81.011,-208.277,-912.285
43.505,-228.177,-952.318
-20.715,-235.602,-952.358
-21.949,-234.019,-952.902
-22.531,-232.603,-954.084
-22.14,-234.275,-954.714
-22.51,-235.283,-957.487
-23.56,-234.222,-960.757
-24.129,-235.853,-952.232
-14.739,-229.056,-923.486
15.528,-196.821,-928.381
67.289,-194.774,-955.171
63.957,-200.734,-955.27
63.283,-199.655,-957.824
62.645,-207.028,-961.471
61.318,-212.684,-962.345
61.351,-213.631,-962.052
61.789,-219.244,-959.015
61.906,-207.872,-956.067
59.54,-209.988,-947.151
62.671,-201.929,-936.239
72.298,-203.328,-936.55
45.183,-225.169,-926.546
47.38,-229.203,-924.968
50.275,-231.699,-920.317
49.904,-234.885,-917.135
50.116,-235.038,-915.879
49.843,-231.944,-916.097
50.373,-232.434,-916.109
51.082,-237.703,-916.55
51.029,-233.662,-914.794
54.251,-227.738,-914.491
56.931,-212.758,-929.687
44.44,-215.449,-930.72
75.354,-212.253,-930.929
75.319,-209.699,-933.049
72.887,-213.974,-935.498
72.515,-218.23,-937.382
70.697,-220.84,-940.37
68.483,-222.872,-938.479
68.678,-217.88,-940.71
67.194,-205.717,-947.118
64.122,-216.414,-953.431
70.864,-208.486,-927.848
75.563,-245.348,-962.126
-19.006,-235.635,-987.016
-88.318,-238.505,-969.848
-57.531,-244.779,-961.479
-27.46,-247.609,-959.273
-26.231,-247.846,-956.803
-23.46,-246.239,-957.51
-23.899,-251.168,-950.776
